id,file,line,section,severity,source_phase,runtime_status,owning_pack,row_class_or_scope,assertion,missing_evidence,evidence_artifact_status,message
member_role_permission_completeness,Sourcera_Master_Spec.md,67735,M.5.28 v7.2.0-REM Phase 3.1 RBAC Residual P1 addition (D-3.1-003 / D-3.1-004 / D-3.1-005 / D-3.1-007 / D-3.1-014 closure) {#m-5-28-v72rem-phase-3-1-rbac-residual-p1-addition},blocker,rbac_contract_consistency,spec_binding_pending_pack_m11_3,m11_3,pr_lint + deploy_validator + endpoint_fixture,"§5.2.2 MUST enumerate every operation a bare `member` can perform; endpoint RBAC fixtures MUST prove a bare `member` can read only the Org / self / team projections listed there and cannot read billing, Workspace, Seller Console, Marketplace publisher, webhook, API token, or Ops surfaces unless another role grants that surface.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",.github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing,"Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
org_admin_billing_read_consistency,Sourcera_Master_Spec.md,67736,M.5.28 v7.2.0-REM Phase 3.1 RBAC Residual P1 addition (D-3.1-003 / D-3.1-004 / D-3.1-005 / D-3.1-007 / D-3.1-014 closure) {#m-5-28-v72rem-phase-3-1-rbac-residual-p1-addition},blocker,rbac_contract_consistency,spec_binding_pending_pack_m11_3,m11_3,pr_lint + deploy_validator + endpoint_fixture,"§5.2 Org Admin wording, §5.2.1 operations, §4.8 billing entity RBAC, §32.8 endpoint RBAC, and §5.11 Billing & AI Accounting rows MUST agree: `org_admin` has read-only access to enumerated own-Org billing rows and no billing mutation authority unless also holding `billing_admin`.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",.github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing,"Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
buyer_console_role_permission_completeness,Sourcera_Master_Spec.md,67737,M.5.28 v7.2.0-REM Phase 3.1 RBAC Residual P1 addition (D-3.1-003 / D-3.1-004 / D-3.1-005 / D-3.1-007 / D-3.1-014 closure) {#m-5-28-v72rem-phase-3-1-rbac-residual-p1-addition},blocker,rbac_contract_consistency,spec_binding_pending_pack_m11_3,m11_3,pr_lint + deploy_validator + endpoint_fixture,"§5.3.1 operation rows MUST cover the Buyer Console roles declared in §5.3 and Appendix J; endpoint RBAC predicates and §5.11 cells MUST agree for workspace lifecycle, team management, phase transitions, Use Case / Requirement CRUD, scoring, disqualification, comments, Selection Report, export, audit-log, and Defense View operations.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",.github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing,"Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
seller_console_role_permission_completeness,Sourcera_Master_Spec.md,67738,M.5.28 v7.2.0-REM Phase 3.1 RBAC Residual P1 addition (D-3.1-003 / D-3.1-004 / D-3.1-005 / D-3.1-007 / D-3.1-014 closure) {#m-5-28-v72rem-phase-3-1-rbac-residual-p1-addition},blocker,rbac_contract_consistency,spec_binding_pending_pack_m11_3,m11_3,pr_lint + deploy_validator + endpoint_fixture,"§5.5.1 operation rows MUST cover all Appendix J `seller_workspace_role` values and agree with §5.11.2 overlays, §22 KB authority, §27 Marketplace / Seller Signal authority, §31.9 CRM Sync authority, §34.12.6 seller billing authority, and Seller Console endpoint RBAC predicates.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",.github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing,"Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
seller_onboarding_reactivation_single_source,Sourcera_Master_Spec.md,67758,M.5.30 v7.2.0-REM Phase 5.7 Seller Onboarding Lifecycle P1 addition (D-5.7-002 / D-5.7-003 closure) {#m-5-30-v72rem-phase-5-7-seller-onboarding-lifecycle-p1-addition},blocker,catalog_consistency,spec_binding_pending_pack_m11_3,m11_3,pr_lint + deploy_validator,"§4.4.22 Computation Rules, §4.4.22 AC #9, §49.1.1 Workflow step 2, §49.1.1 failure mode 6, and §49.1.1 AC #7 MUST agree that a same-invite seller return after pre-activation abandonment re-enters the existing SellerOnboardingSession row, preserves the original `stage_1_arrival_at`, and transitions to `reactivated` on first requirement response. The gate fails closed on normative §49.1.1 text that claims a new row is created for same-invite reactivation, claims a unique-index carve-out on abandoned rows, or resets the activation-metric start timestamp.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",.github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing,"Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
seller_onboarding_staleness_window_single_source,Sourcera_Master_Spec.md,67759,M.5.30 v7.2.0-REM Phase 5.7 Seller Onboarding Lifecycle P1 addition (D-5.7-002 / D-5.7-003 closure) {#m-5-30-v72rem-phase-5-7-seller-onboarding-lifecycle-p1-addition},blocker,numerical_singleton_invariant,spec_binding_pending_pack_m11_3,m11_3,pr_lint + deploy_validator,"§4.4.22 Computation Rules are the sole canonical home for SellerOnboardingSession lifecycle timing: pre-activation abandonment and post-activation churn. §49.1 may cite §4.4.22 or restate a trigger only when the sentence also names the §4.4.22 classifier; §40.2 may describe retention only and MUST NOT define lifecycle TTLs. The gate fails closed on orphaned retired two-week staleness-sweep language, any post-activation churn path that writes `abandoned`, or any retention-table row that becomes the source of a lifecycle classifier window.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",.github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing,"Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
email_bounce_complaint_suppression_runtime,Sourcera_Master_Spec.md,67936,"M.5.45 v7.2.0-REM Phase 41 Email Domain P1 addition (D-41-001 through D-41-008, D-41-012, D-41-014 closure) {#m-5-45-v72rem-phase-41-email-domain-p1-addition}",blocker,runtime_property_test,spec_binding_pending_pack_m02_3,m02_3,runtime_test,A provider hard bounce or complaint MUST create/update SuppressionListEntry and block the next send to the same recipient hash before provider dispatch; event sequence must include `email_send_bounced` or `email_send_complained` before the suppression block.,tools/spec-lint/gates/email_bounce_complaint_suppression_runtime.ts,tools/spec-lint/gates/email_bounce_complaint_suppression_runtime.ts:missing,Runtime status is still spec_binding_pending_pack_m02_3; required artifact evidence not promoted. Checked: tools/spec-lint/gates/email_bounce_complaint_suppression_runtime.ts.
contest_window_db_trigger_present,Sourcera_Master_Spec.md,67953,M.5.46 v7.2.0-REM Phase CONS Pricing Core P1 addition (D-CONS-003 through D-CONS-013 closure) {#m-5-46-v72rem-phase-cons-pricing-core-p1-addition},blocker,data_integrity_invariant,spec_binding_pending_pack_m11_3,m11_3,deploy_validator + runtime_test,Direct `ContestRecord` writes outside §32.8 contest APIs MUST be rejected by the database trigger `contest_record_window_guard`; test fixtures MUST prove the same 14-day window and provenance-hash predicates are enforced at API and direct-write layers.,".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",.github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing,"Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
free_allowance_plan_entitlement_partitioning,Sourcera_Master_Spec.md,67954,M.5.46 v7.2.0-REM Phase CONS Pricing Core P1 addition (D-CONS-003 through D-CONS-013 closure) {#m-5-46-v72rem-phase-cons-pricing-core-p1-addition},blocker,billing_counter_invariant,spec_binding_pending_pack_m11_3,m11_3,runtime_test,"`FreeAllowanceCounter` rows with `scope_hint=plan_entitlement_partitioned` MUST decrement `plan_entitlement_quota_consumed` without granting additive PLG free allowance, and plan-tier quota exhaustion MUST NOT mutate lifetime PLG counters for unrelated capabilities.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",.github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing,"Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
wallet_auto_topup_period_cap_counter_completeness,Sourcera_Master_Spec.md,67957,M.5.46 v7.2.0-REM Phase CONS Pricing Core P1 addition (D-CONS-003 through D-CONS-013 closure) {#m-5-46-v72rem-phase-cons-pricing-core-p1-addition},blocker,billing_counter_invariant,spec_binding_pending_pack_m11_3,m11_3,runtime_test,"AIWallet auto-topup config and execution MUST enforce daily, weekly, and monthly caps from persisted max/consumed/window fields, reset stale windows before charge attempts, reject daily/weekly cap overruns with Appendix I errors, and emit cap-failure payloads through §31.8.4.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",.github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing,"Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
pulse_digest_summary_firewall,Sourcera_Master_Spec.md,67974,"M.5.47 v7.2.0-REM Phase 4.11 Inbox and Pulse P1 continuation addition (D-4.11-006, D-4.11-008 through D-4.11-016 closure) {#m-5-47-v72rem-phase-4-11-inbox-and-pulse-p1-continuation-addition}",blocker,cross_console_firewall_invariant,spec_binding_pending_pack_m11_3,m11_3,runtime_test,"Generated Pulse Digest summaries MUST be blocked when post-generation validation detects seller, buyer, or Marketplace-domain names outside the recipient's §5.11 projection; fallback copy must still send.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",.github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing,"Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
inbox_mutation_idempotency_contract,Sourcera_Master_Spec.md,67977,"M.5.47 v7.2.0-REM Phase 4.11 Inbox and Pulse P1 continuation addition (D-4.11-006, D-4.11-008 through D-4.11-016 closure) {#m-5-47-v72rem-phase-4-11-inbox-and-pulse-p1-continuation-addition}",blocker,api_idempotency_invariant,spec_binding_pending_pack_m11_3,m11_3,runtime_test,"Inbox read, dismiss, restore, and mark-all-read mutations MUST require `Idempotency-Key`, reject same-key / different-body replay, and never duplicate audit, PostHog, Unread Marker, or async-job writes.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",.github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing,"Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
agent_feedback_no_model_training,Sourcera_Master_Spec.md,67991,M.5.48 v7.2.0-REM Phase 4.12 Agent Core P1 addition (D-4.12-001 / -013 / -018 / -019 / -025 / -029 / -035 closure) {#m-5-48-v72rem-phase-4-12-agent-core-p1-addition},blocker,privacy_invariant,spec_binding_pending_pack_m11_3,m11_3,deploy_validator + runtime_test,"`AgentFeedbackRecord.used_for_model_training` MUST be immutable false; helpful / not-helpful / hallucination feedback may tune per-Org thresholds only and MUST NOT train, fine-tune, recalibrate, or export to provider model-training systems.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",.github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing,"Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
policy_ingestion_partial_resume_idempotency,Sourcera_Master_Spec.md,68008,M.5.49 v7.2.0-REM Phase 12 Policy Ingestion P1 addition (D-12-001 / -003 / -005 / -007 / -009 / -010 / -011 / -013 / -018 / -022 closure) {#m-5-49-v72rem-phase-12-policy-ingestion-p1-addition},blocker,api_idempotency_invariant,spec_binding_pending_pack_m11_3,m11_3,runtime_test,"Partial extraction MUST persist counters, estimated totals, resume locator, and resume-token hash; same-key replay MUST return the same job; different-key fork attempts MUST return `policy_extraction_partial_resume_required`; no duplicate controls or AIOperations may be written.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",.github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing,"Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
policy_ingestion_parent_child_settlement,Sourcera_Master_Spec.md,68010,M.5.49 v7.2.0-REM Phase 12 Policy Ingestion P1 addition (D-12-001 / -003 / -005 / -007 / -009 / -010 / -011 / -013 / -018 / -022 closure) {#m-5-49-v72rem-phase-12-policy-ingestion-p1-addition},blocker,billing_invariant,spec_binding_pending_pack_m11_3,m11_3,runtime_test,"Within a PolicyIngestionJob, exactly one customer-chargeable `policy_parsing` parent AIOperation may settle; `policy_deduplication` and `policy_traceability_mapping` child operations MUST carry `parent_operation_id`, zero value/cost/effective charge, and no customer-visible standalone rate-card row.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",.github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing,"Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
policy_ingestion_buyer_console_firewall,Sourcera_Master_Spec.md,68012,M.5.49 v7.2.0-REM Phase 12 Policy Ingestion P1 addition (D-12-001 / -003 / -005 / -007 / -009 / -010 / -011 / -013 / -018 / -022 closure) {#m-5-49-v72rem-phase-12-policy-ingestion-p1-addition},blocker,cross_console_firewall_invariant,spec_binding_pending_pack_m11_3,m11_3,runtime_test,"Seller-console, Marketplace, public, cross-Org, and cross-Workspace attempts against Policy Ingestion entities/endpoints MUST return HTTP 404 before existence disclosure; no Policy Ingestion webhook may create ConsoleBridgeEvent fan-out.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",.github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing,"Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
workspace_template_idempotency_atomicity,Sourcera_Master_Spec.md,68027,M.5.50 v7.2.0-REM Phase 4.10 Template Library API/Event P1 addition (D-4.10-006 / -007 / -008 / -016 closure) {#m-5-50-v72rem-phase-4-10-template-library-api-event-p1-addition},blocker,api_idempotency_invariant,spec_binding_pending_pack_m11_3,m11_3,runtime_test,"Save as Template, Apply Update, Workspace from Template, metadata update, delete, and Suggest Improvement MUST require `Idempotency-Key`, dedupe same-key replay, reject same-key/different-body replay, and roll back partial multi-row writes without duplicate AuditEvent, webhook, PostHog, WorkspaceTemplate, WorkspaceTemplateVersion, Workspace, Use Case, or Requirement rows.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",.github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing,"Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
scenario_modeling_aioperation_settlement,Sourcera_Master_Spec.md,68044,M.5.51 v7.2.0-REM Phase 4.5 Scenario Modeling P1 addition (D-4.5-002 / -003 / -004 / -005 / -006 / -007 / -009 / -011 / -015 closure) {#m-5-51-v72rem-phase-4-5-scenario-modeling-p1-addition},blocker,entitlement_billing_invariant,spec_binding_pending_pack_m11_3,m11_3,runtime_test,"Persisted recalculation and persisted sensitivity runs MUST create exactly one `scenario_modeling` AIOperation after validation and lock checks; CRUD, compare, export, and preview-only sensitivity MUST create zero customer-billed AIOperations.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",.github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing,"Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
entitlement_matrix_non_ai_runtime_branching,Sourcera_Master_Spec.md,68060,M.5.52 v7.2.0-REM Phase EM Entitlement Matrix P1 addition (D-EM-005 / -006 / -007 / -009 / -010 / -011 / -013 / -014 / -018 closure) {#m-5-52-v72rem-phase-em-entitlement-matrix-p1-addition},blocker,cross_feature_invariant,spec_binding_pending_pack_m11_3,m11_3,runtime_test,"Rows with `enforcement_mode` beginning `n_a_` MUST branch to §5.11 / owning-feature logic and MUST NOT load CapabilityRegistryEntry, FreeAllowanceCounter, AIWallet, OutcomeContract, or write AIOperation rows.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",.github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing,"Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
qa_suggestion_cross_console_firewall_boundary,Sourcera_Master_Spec.md,68090,M.5.54 v7.2.0-REM Phase 4.9 Q&A Residual P1 addition (D-4.9-010 / D-4.9-011 / D-4.9-014 closure) {#m-5-54-v72rem-phase-4-9-qa-residual-p1-addition},blocker,cross_console_firewall_invariant,spec_binding_pending_pack_m11_3,m11_3,runtime_test + pr_lint,`qa_suggestion_buyer` MUST NOT call §22.8 KB MCP tools or read Seller KB entries. `qa_suggestion_seller` may retrieve seller KB only through a scoped §22.8 vault JWT and seller-visible Q&A projection. Any buyer-to-seller-KB bridge projection requires a new Authored Extension and fails closed until registered.,".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",.github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing,"Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
marketplace_match_score_snapshot_tuple_uniqueness,Sourcera_Master_Spec.md,68104,M.5.55 v7.2.0-REM Phase 6.2 Match Score Entity P1 addition (D-6.2-001 / D-6.2-006 closure) {#m-5-55-v72rem-phase-6-2-match-score-entity-p1-addition},blocker,runtime_property_test,spec_binding_pending_pack_m11_3,m11_3,runtime_test,"Match Score computation MUST materialize exactly one `MarketplaceMatchScoreSnapshot` per `(trigger_class, listing_or_eoi_or_workspace, seller_software_id, model_version_id)` tuple, with idempotent retries and no partial render before snapshot write.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",.github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing,"Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
marketplace_proactive_offer_pre_acceptance_redaction,Sourcera_Master_Spec.md,68118,M.5.56 v7.2.0-REM Phase 6.2 MarketplaceProactiveOffer P1 addition (D-6.2-015 closure) {#m-5-56-v72rem-phase-6-2-marketplaceproactiveoffer-p1-addition},blocker,cross_console_firewall_invariant,spec_binding_pending_pack_m11_3,m11_3,runtime_test + pr_lint,"Seller-audience reads of `MarketplaceProactiveOffer` and DirectInviteTargetAccount before buyer acceptance MUST NOT serialize buyer Org, Workspace, user, domain, opaque token, or decline identity. Accepted targets may reveal identity only through the atomic §27.9.4 de-anonymization link.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",.github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing,"Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
marketplace_proactive_offer_lifecycle_state_machine,Sourcera_Master_Spec.md,68119,M.5.56 v7.2.0-REM Phase 6.2 MarketplaceProactiveOffer P1 addition (D-6.2-015 closure) {#m-5-56-v72rem-phase-6-2-marketplaceproactiveoffer-p1-addition},blocker,state_machine_contract,spec_binding_pending_pack_m11_3,m11_3,runtime_test,"`MarketplaceProactiveOffer.offer_state` MUST use Appendix J `marketplace_proactive_offer_state`, follow the §4.5.13 From/To table, write AuditEvent on every transition, and reject terminal-state customer mutation with `marketplace_proactive_offer_invalid_state_transition`.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",.github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing,"Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
mcp_session_token_record_entity_home,Sourcera_Master_Spec.md,68135,M.5.57 v7.2.0-REM Phase 5.2 KB / MCP P1 addition (D-5.2-001 / D-5.2-002 / D-5.2-003 / D-5.2-004 / D-5.2-005 / D-5.2-009 / D-5.2-017 / D-5.2-021 closure) {#m-5-57-v72rem-phase-5-2-kb-mcp-p1-addition},blocker,data_model_contract,spec_binding_pending_pack_m11_3,m11_3,pr_lint + runtime_test,"`MCPSessionTokenRecord` MUST have a single canonical §4.8.17 entity field table with indexes, scope isolation, retention/DSAR/residency, and acceptance criteria. §22.8.3.1 may describe runtime minting but MUST NOT reintroduce a second field-table authority.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",.github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing,"Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
kb_mcp_webhook_alert_catalog_completeness,Sourcera_Master_Spec.md,68136,M.5.57 v7.2.0-REM Phase 5.2 KB / MCP P1 addition (D-5.2-001 / D-5.2-002 / D-5.2-003 / D-5.2-004 / D-5.2-005 / D-5.2-009 / D-5.2-017 / D-5.2-021 closure) {#m-5-57-v72rem-phase-5-2-kb-mcp-p1-addition},blocker,notification_catalog_consistency,spec_binding_pending_pack_m11_3,m11_3,pr_lint + runtime_test,"Every KB/MCP lifecycle, auth, vectorization, namespace-migration, and firewall event referenced by §22.4 / §22.8 / §22.15 MUST have Appendix C and Appendix G rows; `kb.firewall.violation_attempt` MUST map to AuditEvent action `mcp_kb_firewall_violation` and §42.3.1 severity routing.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",.github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing,"Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
seller_software_transfer_request_entity_home,Sourcera_Master_Spec.md,68152,M.5.58 v7.2.0-REM Phase 5.6 Seller Profiles / Public Pages P1 addition (D-5.6-001 / -002 / -003 / -004 / -005 / -006 / -007 / -008 / -009 / -010 / -019 / -020 / -021 closure) {#m-5-58-v72rem-phase-5-6-seller-public-pages-p1-addition},blocker,data_model_contract,spec_binding_pending_pack_m11_3,m11_3,pr_lint + runtime_test,"SellerSoftware transfer workflows MUST resolve to §4.4.38 with field table, indexes, scope isolation, retention/DSAR/residency, state machine, silent-consent safeguards, `former_org_ids` append-only mutation, and rollback-on-partial-transfer semantics.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",.github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing,"Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
responsive_conformance_suite,Sourcera_Master_Spec.md,68172,M.5.59 v7.2.0-REM Phase 38 Responsive / Mobile P1 addition (D-38-001 / -002 / -003 / -004 / -005 / -006 / -009 / -020 closure) {#m-5-59-v72rem-phase-38-responsive-mobile-p1-addition},blocker,responsive_ui_conformance,spec_binding_pending_pack_m21_3,m21_3,ui_e2e + visual_regression,"Every top-level route MUST render without forbidden overflow, forbidden component leakage, or touch-target violations across §38.6.1 tiers plus §37.1 reflow fixtures; artifacts publish to §50.14.13.",".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics",.github/workflows/marketplace-runtime.yml:missing; convex/deploy_validators:missing; tests/marketplace:missing; tests/analytics:missing,"Runtime status is still spec_binding_pending_pack_m21_3; required artifact evidence not promoted. Checked: .github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics."
