id,blocker_kind,file,line,section,severity,source_phase,runtime_status,owning_pack,row_class_or_scope,execution_context,assertion,missing_evidence,evidence_artifact_status,evidence_posture,message
"api_standard_retry_after_runtime_consistency","runtime_evidence","Sourcera_Master_Spec.md","73248","M.5.84 v7.1.1 Phase 8.1 API Residual Contract and Runtime Evidence additions (2026-07-09) {#m-5-84-v711-phase-8-1-api-residual-contract-and-runtime-evidence-additions}","blocker","v7.1.1 Phase 8.1 API Residual Contract and Runtime Evidence additions (2026-07-09) {#m-5-84-v711-phase-8-1-api-residual-contract-and-runtime-evidence-additions}","spec_binding_pending_pack_m11_3","m11_3","api_middleware_runtime_consistency","middleware_test + api_integration_test","Every HTTP 429 MUST emit canonical `Retry-After`, compatibility `X-RateLimit-RetryAfter` with the same integer, limit/remaining headers, and the endpoint's Appendix I envelope; no class may emit only the compatibility header. Required missing artifacts: `tests/middleware/api_standard_retry_after_runtime_consistency.spec.ts` and `tests/integration/api_standard_retry_after_runtime_consistency.spec.ts`.","tests/middleware/api_standard_retry_after_runtime_consistency.spec.ts, tests/integration/api_standard_retry_after_runtime_consistency.spec.ts","tests/middleware/api_standard_retry_after_runtime_consistency.spec.ts:missing; tests/integration/api_standard_retry_after_runtime_consistency.spec.ts:missing","required_product_runtime_evidence_missing","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
"billing_async_failure_state_runtime_consistency","runtime_evidence","Sourcera_Master_Spec.md","73249","M.5.84 v7.1.1 Phase 8.1 API Residual Contract and Runtime Evidence additions (2026-07-09) {#m-5-84-v711-phase-8-1-api-residual-contract-and-runtime-evidence-additions}","blocker","v7.1.1 Phase 8.1 API Residual Contract and Runtime Evidence additions (2026-07-09) {#m-5-84-v711-phase-8-1-api-residual-contract-and-runtime-evidence-additions}","spec_binding_pending_pack_m11_3","m11_3","billing_runtime_property_test","worker_test + api_integration_test","Manual top-up Stripe timeout, Billing Ledger export timeout/failure, Enterprise plan-change signoff expiry, and KB export DSAR/residency pause MUST follow the §32 state machines, remain idempotent, emit registered outcomes once, and commit no prohibited side effects. Required missing artifacts: `tests/workers/billing_async_failure_state_runtime_consistency.spec.ts` and `tests/integration/billing_async_failure_state_runtime_consistency.spec.ts`.","tests/workers/billing_async_failure_state_runtime_consistency.spec.ts, tests/integration/billing_async_failure_state_runtime_consistency.spec.ts","tests/workers/billing_async_failure_state_runtime_consistency.spec.ts:missing; tests/integration/billing_async_failure_state_runtime_consistency.spec.ts:missing","required_product_runtime_evidence_missing","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
"api_rate_limit_plan_quota_runtime_consistency","runtime_evidence","Sourcera_Master_Spec.md","73250","M.5.84 v7.1.1 Phase 8.1 API Residual Contract and Runtime Evidence additions (2026-07-09) {#m-5-84-v711-phase-8-1-api-residual-contract-and-runtime-evidence-additions}","blocker","v7.1.1 Phase 8.1 API Residual Contract and Runtime Evidence additions (2026-07-09) {#m-5-84-v711-phase-8-1-api-residual-contract-and-runtime-evidence-additions}","spec_binding_pending_pack_m24_3","m24_3","entitlement_runtime_consistency","deploy_validator + api_integration_test","General API access MUST follow §34.1.1 / §34.1.2; monthly counters MUST use canonical plan enums and §32.4 quotas; class envelopes MUST resolve to §39.1; Seller Scale remains read-only and no Free/Solo/Starter/Growth Seller general API entitlement may be invented. Required missing artifacts: `convex/deploy_validators/api_rate_limit_plan_quota_runtime_consistency.ts` and `tests/integration/api_rate_limit_plan_quota_runtime_consistency.spec.ts`.","convex/deploy_validators/api_rate_limit_plan_quota_runtime_consistency.ts, tests/integration/api_rate_limit_plan_quota_runtime_consistency.spec.ts","convex/deploy_validators/api_rate_limit_plan_quota_runtime_consistency.ts:missing; tests/integration/api_rate_limit_plan_quota_runtime_consistency.spec.ts:missing","required_product_runtime_evidence_missing","Runtime status is still spec_binding_pending_pack_m24_3; required artifact evidence not promoted. Checked: .github/workflows/billing-runtime.yml, tests/billing, convex/deploy_validators."
"webhook_dlq_runtime_consistency","runtime_evidence","Sourcera_Master_Spec.md","73265","M.5.85 v7.1.1 Phase 8.2 Webhook Residual Contract and Runtime Evidence additions (2026-07-09) {#m-5-85-v711-phase-8-2-webhook-residual-contract-and-runtime-evidence-additions}","blocker","v7.1.1 Phase 8.2 Webhook Residual Contract and Runtime Evidence additions (2026-07-09) {#m-5-85-v711-phase-8-2-webhook-residual-contract-and-runtime-evidence-additions}","spec_binding_pending_pack_m11_3","m11_3","runtime_property_test","schema_test + worker_test + api_integration_test","Terminal 4xx and exhausted retry paths MUST atomically create §4.6.6, safe API projection, notification outbox, AuditEvent, and PostHog rows; replay/dismiss/expiry/DSAR/concurrency/firewall behavior MUST follow Appendix L.19. Required missing artifacts: `convex/schema/webhook_delivery_failures.ts`, `tests/workers/webhook_dlq_runtime_consistency.spec.ts`, and `tests/integration/webhook_failure_api_runtime_consistency.spec.ts`.","convex/schema/webhook_delivery_failures.ts, tests/workers/webhook_dlq_runtime_consistency.spec.ts, tests/integration/webhook_failure_api_runtime_consistency.spec.ts","convex/schema/webhook_delivery_failures.ts:missing; tests/workers/webhook_dlq_runtime_consistency.spec.ts:missing; tests/integration/webhook_failure_api_runtime_consistency.spec.ts:missing","required_product_runtime_evidence_missing","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
"webhook_endpoint_pool_runtime_consistency","runtime_evidence","Sourcera_Master_Spec.md","73266","M.5.85 v7.1.1 Phase 8.2 Webhook Residual Contract and Runtime Evidence additions (2026-07-09) {#m-5-85-v711-phase-8-2-webhook-residual-contract-and-runtime-evidence-additions}","blocker","v7.1.1 Phase 8.2 Webhook Residual Contract and Runtime Evidence additions (2026-07-09) {#m-5-85-v711-phase-8-2-webhook-residual-contract-and-runtime-evidence-additions}","spec_binding_pending_pack_m24_3","m24_3","runtime_property_test","deploy_validator + entitlement_integration_test","Runtime endpoint counting MUST use one Org-pooled subscription set, apply the maximum of buyer/seller §34.1 cells, count the §31.5 states exactly, and preserve/disable excess rows deterministically on downgrade. Required missing artifacts: `convex/deploy_validators/webhook_endpoint_pool_runtime_consistency.ts` and `tests/integration/webhook_endpoint_pool_runtime_consistency.spec.ts`.","convex/deploy_validators/webhook_endpoint_pool_runtime_consistency.ts, tests/integration/webhook_endpoint_pool_runtime_consistency.spec.ts","convex/deploy_validators/webhook_endpoint_pool_runtime_consistency.ts:missing; tests/integration/webhook_endpoint_pool_runtime_consistency.spec.ts:missing","required_product_runtime_evidence_missing","Runtime status is still spec_binding_pending_pack_m24_3; required artifact evidence not promoted. Checked: .github/workflows/billing-runtime.yml, tests/billing, convex/deploy_validators."
"webhook_dlq_observability_runtime_consistency","runtime_evidence","Sourcera_Master_Spec.md","73267","M.5.85 v7.1.1 Phase 8.2 Webhook Residual Contract and Runtime Evidence additions (2026-07-09) {#m-5-85-v711-phase-8-2-webhook-residual-contract-and-runtime-evidence-additions}","blocker","v7.1.1 Phase 8.2 Webhook Residual Contract and Runtime Evidence additions (2026-07-09) {#m-5-85-v711-phase-8-2-webhook-residual-contract-and-runtime-evidence-additions}","spec_binding_pending_pack_m21_3","m21_3","synthetic_monitor","telemetry_test + synthetic_monitor","Every terminal failure MUST emit the §42.2.5 distribution/counters with correct start/stop/tags, resolve an eligible recipient fallback, and page through `RB-PLAT-007` on threshold/no-recipient breach. Required missing artifacts: `tests/observability/webhook_dlq_observability_runtime_consistency.spec.ts` and `synthetics/webhook_dlq_notification_dispatch_latency.ts`.","tests/observability/webhook_dlq_observability_runtime_consistency.spec.ts, synthetics/webhook_dlq_notification_dispatch_latency.ts","tests/observability/webhook_dlq_observability_runtime_consistency.spec.ts:missing; synthetics/webhook_dlq_notification_dispatch_latency.ts:missing","required_product_runtime_evidence_missing","Runtime status is still spec_binding_pending_pack_m21_3; required artifact evidence not promoted. Checked: .github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics."
"ai_wallet_state_machine_runtime_consistency","runtime_evidence","Sourcera_Master_Spec.md","73268","M.5.85 v7.1.1 Phase 8.2 Webhook Residual Contract and Runtime Evidence additions (2026-07-09) {#m-5-85-v711-phase-8-2-webhook-residual-contract-and-runtime-evidence-additions}","blocker","v7.1.1 Phase 8.2 Webhook Residual Contract and Runtime Evidence additions (2026-07-09) {#m-5-85-v711-phase-8-2-webhook-residual-contract-and-runtime-evidence-additions}","spec_binding_pending_pack_m11_3","m11_3","runtime_property_test","property_test + billing_integration_test","Runtime wallet transitions MUST match Appendix L.20 and §4.8.3 exactly; counter/state changes MUST be atomic, closed terminal, console-pooled, and webhook/audit emission idempotent. Required missing artifacts: `tests/property/ai_wallet_state_machine_runtime_consistency.spec.ts` and `tests/integration/ai_wallet_state_machine_runtime_consistency.spec.ts`.","tests/property/ai_wallet_state_machine_runtime_consistency.spec.ts, tests/integration/ai_wallet_state_machine_runtime_consistency.spec.ts","tests/property/ai_wallet_state_machine_runtime_consistency.spec.ts:missing; tests/integration/ai_wallet_state_machine_runtime_consistency.spec.ts:missing","required_product_runtime_evidence_missing","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
"dsar_cascade_audit_completeness","runtime_evidence","Sourcera_Master_Spec.md","73516","M.5.109 v7.1.1 DSAR Observability Catalog Reconciliation (D-3.5-036) {#m-5-109-v711-dsar-observability-catalog-reconciliation}","blocker","v7.1.1 DSAR Observability Catalog Reconciliation (D-3.5-036) {#m-5-109-v711-dsar-observability-catalog-reconciliation}","spec_binding_pending_pack_m11_3","m11_3","runtime_property_test","runtime_test","For every DSAR cascade mutation, the worker MUST persist exactly one `dsar.cascade.row_redacted` AuditEvent carrying `entity_type`, `entity_id`, registered `redaction_path`, `actor_type=system_dsar_cascade_worker`, and `actor_id=dsar_cascade_worker_v1`; a synthetic cascade corpus must have one event per mutation and no orphan event. Failure: property-test mismatch names the mutation or event and blocks deploy. Override: `not_permitted_gdpr_art_17`. Runbook: `runbooks.sourcera.com/ci-gates/dsar_cascade_audit_completeness`.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",".github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing","required_product_runtime_evidence_missing","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
"audit_integrity_exemption_redaction_path_correctness","runtime_evidence","Sourcera_Master_Spec.md","73517","M.5.109 v7.1.1 DSAR Observability Catalog Reconciliation (D-3.5-036) {#m-5-109-v711-dsar-observability-catalog-reconciliation}","blocker","v7.1.1 DSAR Observability Catalog Reconciliation (D-3.5-036) {#m-5-109-v711-dsar-observability-catalog-reconciliation}","spec_binding_pending_pack_m02_3","m02_3","deploy_validator","pr_lint + deploy_validator","The deployed retained-row redaction-path mapping MUST exactly match the §6.8.5 retained-row catalog; no audit-integrity-exempt class may hard-delete and no unlisted class may use the exemption. Local guard `tools/spec-lint/gates/audit_integrity_exemption_redaction_path_correctness.ts` and pass/fail fixtures protect the 17-row source catalog; deployed retained-row mapping validator evidence remains required. Failure: validator names the class and divergent path; deployment is rejected. Override: `not_permitted_gdpr_art_17`. Runbook: `runbooks.sourcera.com/ci-gates/audit_integrity_exemption_redaction_path_correctness`.","deployed retained-row mapping validator evidence remains required","tools/spec-lint/gates/audit_integrity_exemption_redaction_path_correctness.ts:present","local_guard_present_external_evidence_pending","Runtime status is still spec_binding_pending_pack_m02_3; required artifact evidence not promoted. No candidate path is inferred; use the row execution context and assertion."
"dsar_30d_sla_observability","runtime_evidence","Sourcera_Master_Spec.md","73518","M.5.109 v7.1.1 DSAR Observability Catalog Reconciliation (D-3.5-036) {#m-5-109-v711-dsar-observability-catalog-reconciliation}","blocker","v7.1.1 DSAR Observability Catalog Reconciliation (D-3.5-036) {#m-5-109-v711-dsar-observability-catalog-reconciliation}","spec_binding_pending_pack_m11_3","m11_3","runtime_property_test","runtime_test","A 10,000-request synthetic stream MUST prove `fulfilled_at <= statutory_deadline_at` and prove extension handling remains receipt-based without exceeding the statutory outer ceiling. Failure: property test names the request, computed deadline, fulfillment time, and extension state; deploy is blocked. Override: `not_permitted_gdpr_art_12_3`. Runbook: `runbooks.sourcera.com/ci-gates/dsar_30d_sla_observability`.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",".github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing","required_product_runtime_evidence_missing","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
"dsar_sla_window_breached","runtime_evidence","Sourcera_Master_Spec.md","73519","M.5.109 v7.1.1 DSAR Observability Catalog Reconciliation (D-3.5-036) {#m-5-109-v711-dsar-observability-catalog-reconciliation}","blocker","v7.1.1 DSAR Observability Catalog Reconciliation (D-3.5-036) {#m-5-109-v711-dsar-observability-catalog-reconciliation}","spec_binding_pending_pack_m21_3","m21_3","synthetic_monitor","synthetic_monitor","When `now > statutory_deadline_at AND fulfilled_at IS NULL`, the DSAR worker MUST emit the registered `dsar_sla_window_breached` PostHog event and page DPO on-call through Appendix J `ops_dpo_admin` at P0. Failure: synthetic monitor names missing or late event / page and creates a P0 incident. Override: `not_permitted_gdpr_art_12_3`. Runbook: `runbooks.sourcera.com/ci-gates/dsar_sla_window_breached`.",".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics",".github/workflows/marketplace-runtime.yml:missing; convex/deploy_validators:missing; tests/marketplace:missing; tests/analytics:missing","required_product_runtime_evidence_missing","Runtime status is still spec_binding_pending_pack_m21_3; required artifact evidence not promoted. Checked: .github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics."
"qa_attachment_cross_console_content_scan_runtime","runtime_evidence","Sourcera_Master_Spec.md","73529","M.5.110 v7.1.1 Phase 1.6 Cross-Console Content Safety and Global-Ban Reversal Closure (D-1.6-009 / -010) {#m-5-110-v711-phase-16-content-safety-global-ban-reversal}","blocker","v7.1.1 Phase 1.6 Cross-Console Content Safety and Global-Ban Reversal Closure (D-1.6-009 / -010) {#m-5-110-v711-phase-16-content-safety-global-ban-reversal}","spec_binding_pending_pack_m11_3","m11_3","runtime_property_test","deploy_validator + integration_test","Every buyer-origin vendor-visible Q&A attachment MUST pass anti-malware and §12.7.4 classification for the current content hash before the atomic post-promotion / Bridge Event commit. Pending, blocked, failed, timeout, replaced, cross-scope, and residency-mismatch cases produce no seller URL or Bridge Event; retries are idempotent and telemetry/audit contain no body text. Required artifacts: `convex/deploy_validators/qa_attachment_cross_console_content_scan_runtime.ts` and `tests/integration/qa_attachment_cross_console_content_scan_runtime.spec.ts`.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",".github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing","required_product_runtime_evidence_missing","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
"global_ban_reversal_core_runtime_consistency","runtime_evidence","Sourcera_Master_Spec.md","73530","M.5.110 v7.1.1 Phase 1.6 Cross-Console Content Safety and Global-Ban Reversal Closure (D-1.6-009 / -010) {#m-5-110-v711-phase-16-content-safety-global-ban-reversal}","blocker","v7.1.1 Phase 1.6 Cross-Console Content Safety and Global-Ban Reversal Closure (D-1.6-009 / -010) {#m-5-110-v711-phase-16-content-safety-global-ban-reversal}","spec_binding_pending_pack_m11_3","m11_3","runtime_property_test","deploy_validator + integration_test","Global-ban reversal MUST require two distinct Ops-leadership signers, restore recorded pre-ban Organization / engagement states only after current gates pass, serialize against newer mutations, retain partial failures fail-closed, and emit the success webhook exactly once only after complete. Required artifacts: `convex/deploy_validators/global_ban_reversal_core_runtime_consistency.ts` and `tests/integration/global_ban_reversal_core_runtime_consistency.spec.ts`.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",".github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing","required_product_runtime_evidence_missing","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
"global_ban_reversal_marketplace_restoration_runtime","runtime_evidence","Sourcera_Master_Spec.md","73531","M.5.110 v7.1.1 Phase 1.6 Cross-Console Content Safety and Global-Ban Reversal Closure (D-1.6-009 / -010) {#m-5-110-v711-phase-16-content-safety-global-ban-reversal}","blocker","v7.1.1 Phase 1.6 Cross-Console Content Safety and Global-Ban Reversal Closure (D-1.6-009 / -010) {#m-5-110-v711-phase-16-content-safety-global-ban-reversal}","spec_binding_pending_pack_m21_3","m21_3","marketplace_runtime_test","marketplace_test + accessibility_test + synthetic_monitor","Marketplace Listings, SellerOrgPage / SoftwarePage, Capability Declarations, Seller Signals, and search re-index MUST restore only recorded eligible states, respect independent opt-out/moderation/plan/legal/deletion gates, expose no pre-ban snapshot, and meet the 15-minute restoration SLO across desktop/mobile/public search. Required artifacts: `tests/marketplace/global_ban_reversal_marketplace_restoration_runtime.spec.ts` and `synthetics/global_ban_reversal_discovery_restoration_slo.ts`.",".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics",".github/workflows/marketplace-runtime.yml:missing; convex/deploy_validators:missing; tests/marketplace:missing; tests/analytics:missing","required_product_runtime_evidence_missing","Runtime status is still spec_binding_pending_pack_m21_3; required artifact evidence not promoted. Checked: .github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics."
"free_allowance_quota_decrease_guard","runtime_evidence","Sourcera_Master_Spec.md","73541","M.5.111 v7.1.1 Phase 1.7 Billing Data-Model and Enum Residual Closure (D-1.7-009 / -015 / -016 / -017) {#m-5-111-v711-phase-17-billing-data-model-enum-residual}","blocker","v7.1.1 Phase 1.7 Billing Data-Model and Enum Residual Closure (D-1.7-009 / -015 / -016 / -017) {#m-5-111-v711-phase-17-billing-data-model-enum-residual}","spec_binding_pending_pack_m24_3","m24_3","runtime_property_test","billing_runtime_test + deploy_validator","Ops quota decreases MUST use compare-and-set and reject `new_quota_total < quota_consumed` with HTTP 422 `free_allowance_quota_below_consumed`; rejected writes leave the counter and wallet unchanged and create no successful quota-override AuditEvent. Required artifacts: `convex/deploy_validators/free_allowance_quota_decrease_guard.ts` and `tests/billing/free_allowance_quota_decrease_guard.spec.ts`.",".github/workflows/billing-runtime.yml, tests/billing, convex/deploy_validators",".github/workflows/billing-runtime.yml:missing; tests/billing:missing; convex/deploy_validators:missing","required_product_runtime_evidence_missing","Runtime status is still spec_binding_pending_pack_m24_3; required artifact evidence not promoted. Checked: .github/workflows/billing-runtime.yml, tests/billing, convex/deploy_validators."
"outcome_contract_signal_subject_enum_bound","runtime_evidence","Sourcera_Master_Spec.md","73542","M.5.111 v7.1.1 Phase 1.7 Billing Data-Model and Enum Residual Closure (D-1.7-009 / -015 / -016 / -017) {#m-5-111-v711-phase-17-billing-data-model-enum-residual}","blocker","v7.1.1 Phase 1.7 Billing Data-Model and Enum Residual Closure (D-1.7-009 / -015 / -016 / -017) {#m-5-111-v711-phase-17-billing-data-model-enum-residual}","spec_binding_pending_pack_m02_3","m02_3","deploy_validator","pr_lint + deploy_validator","Every §4.8.4 `signal_subject_entity_kinds` value MUST resolve to Appendix J `outcome_contract_signal_subject_entity_kind`; empty, unknown, or rule-unreferenced values reject publication with `outcome_contract_signal_subject_kind_invalid`. Local pr_lint guard `tools/spec-lint/gates/outcome_contract_signal_subject_enum_bound.ts` and pass/fail fixtures are present and verified 2026-07-12; the composite row remains pending for the deployed OutcomeContract publisher validator.","the composite row remains pending for the deployed OutcomeContract publisher validator","tools/spec-lint/gates/outcome_contract_signal_subject_enum_bound.ts:present","local_guard_present_external_evidence_pending","Runtime status is still spec_binding_pending_pack_m02_3; required artifact evidence not promoted. No candidate path is inferred; use the row execution context and assertion."
"ops_read_audit_event_runtime_consistency","runtime_evidence","Sourcera_Master_Spec.md","73560","M.5.113 v7.1.1 Phase 50 Ops Console Residual Closure (D-50-011 / -016 / -023 / -026 / -033 / -035 / -037 / -040) {#m-5-113-v711-phase50-ops-console-residual-closure}","blocker","v7.1.1 Phase 50 Ops Console Residual Closure (D-50-011 / -016 / -023 / -026 / -033 / -035 / -037 / -040) {#m-5-113-v711-phase50-ops-console-residual-closure}","spec_binding_pending_pack_m11_3","m11_3","runtime_property_test","deploy_validator + integration_test","Every allowed or denied customer-data read under an OpsSession emits exactly one unsampled `ops_entity_read` AuditEvent with the bounded projection, matching residency/session/request link, atomic `read_count`, no returned values, and idempotent retry. Required artifacts: `convex/deploy_validators/ops_read_audit_event_runtime_consistency.ts` and `tests/integration/ops_read_audit_event_runtime_consistency.spec.ts`.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",".github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing","required_product_runtime_evidence_missing","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
"billing_organization_suspended_webhook_runtime","runtime_evidence","Sourcera_Master_Spec.md","73561","M.5.113 v7.1.1 Phase 50 Ops Console Residual Closure (D-50-011 / -016 / -023 / -026 / -033 / -035 / -037 / -040) {#m-5-113-v711-phase50-ops-console-residual-closure}","blocker","v7.1.1 Phase 50 Ops Console Residual Closure (D-50-011 / -016 / -023 / -026 / -033 / -035 / -037 / -040) {#m-5-113-v711-phase50-ops-console-residual-closure}","spec_binding_pending_pack_m11_3","m11_3","runtime_property_test","deploy_validator + integration_test","A committed §50.16.4.1 Org suspension atomically emits exactly one customer-safe `billing.organization.suspended` outbox event; rollback, replay, cross-console, residency, HMAC, DLQ, and forbidden-field cases are covered. Required artifacts: `convex/deploy_validators/billing_organization_suspended_webhook_runtime.ts` and `tests/integration/billing_organization_suspended_webhook_runtime.spec.ts`.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",".github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing","required_product_runtime_evidence_missing","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
"ops_session_notification_partial_success_runtime","runtime_evidence","Sourcera_Master_Spec.md","73562","M.5.113 v7.1.1 Phase 50 Ops Console Residual Closure (D-50-011 / -016 / -023 / -026 / -033 / -035 / -037 / -040) {#m-5-113-v711-phase50-ops-console-residual-closure}","blocker","v7.1.1 Phase 50 Ops Console Residual Closure (D-50-011 / -016 / -023 / -026 / -033 / -035 / -037 / -040) {#m-5-113-v711-phase50-ops-console-residual-closure}","spec_binding_pending_pack_m11_3","m11_3","runtime_property_test","integration_test + provider_contract_test","Open and close independently account for Inbox/email success, partial success, both-failed dwell, break-glass, retry exhaustion, callback races, and idempotency without duplicate delivery or false success. Required artifact: `tests/integration/ops_session_notification_partial_success_runtime.spec.ts`.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",".github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing","required_product_runtime_evidence_missing","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
"ops_console_accessibility_compliance","runtime_evidence","Sourcera_Master_Spec.md","73563","M.5.113 v7.1.1 Phase 50 Ops Console Residual Closure (D-50-011 / -016 / -023 / -026 / -033 / -035 / -037 / -040) {#m-5-113-v711-phase50-ops-console-residual-closure}","blocker","v7.1.1 Phase 50 Ops Console Residual Closure (D-50-011 / -016 / -023 / -026 / -033 / -035 / -037 / -040) {#m-5-113-v711-phase50-ops-console-residual-closure}","spec_binding_pending_pack_m21_3","m21_3","accessibility_runtime_test","browser_test + manual_audit","Every §50 route and state meets §37 WCAG 2.1 AA, keyboard, screen-reader, focus, contrast, reflow, table-alternative, live-region, and accessible device-block requirements. Required artifacts: `tests/accessibility/ops_console_accessibility_compliance.spec.ts` and current manual audit evidence.",".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics",".github/workflows/marketplace-runtime.yml:missing; convex/deploy_validators:missing; tests/marketplace:missing; tests/analytics:missing","required_product_runtime_evidence_missing","Runtime status is still spec_binding_pending_pack_m21_3; required artifact evidence not promoted. Checked: .github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics."
"ops_session_numerical_caps_single_source","runtime_evidence","Sourcera_Master_Spec.md","73564","M.5.113 v7.1.1 Phase 50 Ops Console Residual Closure (D-50-011 / -016 / -023 / -026 / -033 / -035 / -037 / -040) {#m-5-113-v711-phase50-ops-console-residual-closure}","blocker","v7.1.1 Phase 50 Ops Console Residual Closure (D-50-011 / -016 / -023 / -026 / -033 / -035 / -037 / -040) {#m-5-113-v711-phase50-ops-console-residual-closure}","spec_binding_pending_pack_m02_3","m02_3","runtime_property_test","pr_lint + deploy_validator","§39.5 remains the only value home; runtime alerts at the soft threshold, closes live sessions at the operational threshold, reserves the higher capacity for audited migration/forensics, and rejects overflow. Local pr_lint guard `tools/spec-lint/gates/ops_session_numerical_caps_single_source.ts` and pass/fail fixtures are present and verified 2026-07-12; the composite row remains pending for `convex/deploy_validators/ops_session_request_history_caps.ts`.","the composite row remains pending for `convex/deploy_validators/ops_session_request_history_caps.ts`","tools/spec-lint/gates/ops_session_numerical_caps_single_source.ts:present","local_guard_present_external_evidence_pending","Runtime status is still spec_binding_pending_pack_m02_3; required artifact evidence not promoted. No candidate path is inferred; use the row execution context and assertion."
